page_number,chars,x0,x1,y0,y1,labels,tag
9,"14,79",465.43066,534.90166,617.41601,644.41601,15,price
9,"18,99",460.02356,499.39956,647.03479,663.03479,16,price
9,-20%,471.95495,517.81895,208.03119,226.03119,17,discount
9,"21,29",462.51425,532.30925,155.65401,182.65401,18,price
9,"26,69",457.47357,498.28957,185.27289,201.27289,19,price
9,-20%,269.48608,315.35008,189.08978,207.08978,20,discount
9,"9,59",274.24585,329.81185,136.91328,163.91328,21,price
9,"11,99",254.90545,291.72145,166.53219,182.53219,22,price
9,-38%,270.53155,316.64755,369.47348,387.47348,23,discount
9,"5,55",275.17575,331.01175,317.09637,344.09637,24,price
9,"8,99",256.17618,288.60818,346.71527,362.71527,25,price
9,PERSIL DISCS /  DUO CAPS Detergent  capsule  pentru rufe,363.75418,440.01517,640.26318,698.26324,26,name
9,color / regular 11 / 14 utilizări 11 / 14 buc,363.75427,416.09747,610.89978,638.37976,27,description
9,BONUX Detergent  lichid  pentru rufe,372.96957,427.69957,186.94089,232.94089,28,name
9,ice fresh /  lavandă / rose 40 de utilizări,372.96966,425.52886,157.57748,185.05748,29,description
9,"2,2 l",372.96966,388.87366,147.97748,155.97748,30,description
9,BREF POWER,175.79796,244.30796,196.01178,206.01178,31,name
9,AKTIV Odorizant  pentru vasul  de toaletă,175.74795,237.80795,148.01178,194.01178,32,name
9,pin / lavandă 2 x 50 g,175.74808,224.13928,128.52829,146.12829,33,description
9,ZEWA DELUXE Şerveţele cutie,162.69888,234.66889,330.26797,352.26797,34,name
9,3 straturi 90 buc,162.69897,197.02697,310.78457,328.38458,35,description
9,S9-RO-KW43-KDZ-REDLM3_R-1000-07,434.77368,541.66368,12.53856,18.53856,36,leaflet_id
9,9,535.85754,541.82754,22.67715,32.67715,37,page_num
10,De 15 ani facem din poveste realitate,293.05005,522.17245,140.72078,153.72078,0,page_info
10,"împreună cu partenerii noștri, furnizorii naționali și internaționali, mărcile iubite de ",48.23405,522.17245,124.71778,137.71778,1,page_info
10,"români. Noi îi numim Super Heroes, adică Super Eroi, pentru că așa sunt. ",95.39805,522.17244,108.71479,121.71479,2,page_info
10,"În fiecare săptămână te vei întâlni în această pagină cu ei, iar când cumperi oricare  3 produse Meda dintre cele selecționate în magazin, primești 1 voucher de 5 lei pe ",38.05505,522.17375,76.42279,105.42579,3,page_info
10,care îl poți folosi la următoarele cumpărături.,259.54904,518.79244,60.41979,73.41979,4,page_info
10,"DE MIERCURI, 21.10.2020",15.58937,223.22397,781.23584,798.23584,5,page_info
10,* Mecanismul de acordare a voucherelor se aplică produselor selecționate în campania „Kaufland 15 ani” semnalizate în magazin.Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.S10-RO-KW43-KDZ-SUPERHERO_L-1000-07,10.99659,539.71907,11.33849,26.73849,6,page_info
10,S,439.56967,472.120726,388.12619,441.31419,7,page_info
10,Ă,470.152766,510.522458,388.12619,441.31419,8,page_info
10,P,510.5224583,546.1052303,388.12619,441.31419,9,page_info
10,T,545.3074105,580.7838065,388.12619,441.31419,10,page_info
10,Cumpără 3 produse Meda  și primești 1 voucher de 5 lei  pentru următoarele  cumpărături,26.65517,138.44327,531.88702,573.88098,11,page_info
10,OFERTĂ SPECIALĂ,87.80097,163.3231275,245.2753,254.275297,12,page_info
10,în limita stocului disponibil,87.32437,165.1799726,237.2753,243.2753041,13,page_info
10,-27%,102.91777,148.09777,238.1225,256.1225,14,discount
10,"10,99",92.93037,162.91437,185.10228,212.10228,15,price
10,"15,19",88.02207,124.71007,214.72438,230.72438,16,price
10,-20%,274.24469,320.10869,651.41894,669.41894,17,discount
10,"5,19",281.47415,334.58315,598.82403,625.82403,18,price
10,"6,49",259.74756,291.77956,628.44281,644.44281,19,price
10,-22%,460.42459,506.16259,651.16119,669.16119,20,discount
10,"4,99",463.44915,520.71615,598.78418,625.78418,21,price
10,"6,45",445.88025,478.10425,628.40301,644.40301,22,price
10,-20%,476.44238,522.30638,241.50027,259.50027,23,discount
10,"19,19",470.53857,536.79657,189.12308,216.12308,24,price
10,"24,09",461.96097,503.64097,218.74199,234.74199,25,price
10,-20%,261.43918,307.30318,238.75848,256.75848,26,discount
10,"8,79",265.40747,321.78347,186.45769,213.45769,27,price
10,"10,99",246.94836,286.30836,216.07658,232.07658,28,price
10,MEDA Salam  bănățean,83.90537,129.96537,278.7045,312.7045,29,name
10,330 g,83.90547,105.17747,269.10449,277.10449,30,description
10,MEDA Salam  Sinaia,492.38727,524.79727,700.42627,734.42627,31,name
10,feliat 100 g,492.38736,512.69136,680.94287,698.5429,32,description
10,MEDA Cotlet  haiducesc,284.31488,330.79488,699.0346,733.0346,33,name
10,100 g,284.31497,304.61897,689.43457,697.43457,34,description
10,MEDA Şunca fină,474.51956,524.81956,284.64169,306.64169,35,name
10,de porc 650 g,474.51965,502.20765,265.15826,282.75827,36,description
10,MEDA Salam  vienez,249.50886,281.91886,278.7045,312.7045,37,name
10,250 g,249.50899,270.87699,269.10449,277.10449,38,description
10,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,82.42732,138.0426456,589.03918,614.79968,39,page_info
10,10,10.93859,21.20859,22.77715,32.77715,40,page_num
11,"Când cumperi 2 produse Heineken, Silva, Ciuc Radler dintre cele ",37.32287,418.41527,140.72078,153.72078,0,page_info
11,"selecționate în magazin, primești 1 voucher de 5 lei pe care îl poți folosi la ",37.32287,467.12758,124.71778,137.71778,1,page_info
11,următoarele cumpărături.,37.32287,185.80757,108.71479,121.71479,2,page_info
11,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,14.17327,346.05377,11.33849,18.33849,3,page_info
11,T,-7.44848,28.027916,388.12619,441.31419,4,page_info
11,Ă,21.69854613,62.06823813,388.12619,441.31419,5,page_info
11,M,62.06823813,110.0438141,388.12619,441.31419,6,page_info
11,Â,110.0438141,150.4135061,388.12619,441.31419,7,page_info
11,NII,150.4135061,224.2916381,388.12619,441.31419,8,page_info
11,OFERTĂ TSPECIALĂ,186.56506,262.0872275,246.16159,255.161587,9,page_info
11,în limita stocului disponibil,186.08848,263.9440626,238.16159,244.1615941,10,page_info
11,-10%,473.52298,516.74098,438.97348,456.97348,11,discount
11,-10%,202.66307,245.88107,239.0087,257.0087,12,discount
11,"9,39",476.52066,532.57266,386.52029,413.52029,13,price
11,"16,99",191.67065,261.68165,186.55829,213.55829,14,price
11,"10,45",457.69476,496.79876,416.13919,432.13919,15,price
11,"18,95",186.84437,225.45237,216.17438,232.17438,16,price
11,-19%,125.47747,168.76747,610.02221,628.02221,17,discount
11,"18,49",115.34337,184.54437,557.64508,584.64508,18,price
11,"22,99",109.70897,151.30897,587.26391,603.26391,19,price
11,-10%,473.03283,516.25083,239.3396,257.3396,20,discount
11,"14,79",462.59286,532.06386,187.24588,214.24588,21,price
11,"16,45",457.22836,496.39636,216.86481,232.86481,22,price
11,-18%,316.28753,359.52353,608.94818,626.94818,23,discount
11,"17,99",305.53287,375.32787,556.5711,583.5711,24,price
11,"21,99",300.49206,339.74006,586.18988,602.18988,25,price
11,SILVA DARK Bere brună,192.62225,252.03226,316.41418,338.41418,26,name
11,"7% alcool doză 6X0,5 l",192.62237,228.06237,277.17081,314.53079,27,description
11,pachet promoțional,192.62237,265.49357,286.77081,294.77081,28,description
11,SILVA LAGER Bere blondă,471.78247,536.09246,320.07147,342.07147,29,name
11,"5,2% alcool doză pachet  promoțional 6X0,5 l",471.78256,516.86976,271.228,318.18799,30,description
11,HEINEKEN Bere blondă,31.01337,88.57337,587.29004,609.29004,31,name
11,"5% alcool sticlă  nereturnabilă 8 x 0,25 l",31.01347,81.10947,548.32647,585.40649,32,description
11,HEINEKEN Bere blondă,211.17497,268.73497,578.59814,600.59814,33,name
11,"5% alcool 6x0,33 l",211.17506,246.77506,549.23455,576.7146,34,description
11,sticlă nereturnabilă,211.17506,282.77426,558.83459,566.83459,35,description
11,CIUC RADLER Bere fără alcool,459.95767,535.92767,505.90207,527.9021,36,name
11,zmeură/ citrice,459.95776,515.55696,496.0187,504.0187,37,description
11,"doză 6X0,33 l",459.95776,491.12576,466.65872,494.1387,38,description
11,pachet promoțional,459.95776,534.90896,476.25869,484.25869,39,description
11,"Cumpără 2 produse Heineken,  Silva, Ciuc Radler și primești  1 voucher de 5 lei pentru  următoarele cumpărăturii",411.97345,533.08645,572.58252,614.57653,40,page_info
11,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,472.42489,528.0403256,627.63519,653.39569,41,page_info
11,S11-RO-KW43-KDZ-SUPERHERO_R-1000-07,422.0357,541.6637,12.53856,18.53856,42,leaflet_id
11,11,533.40747,542.08747,22.67715,32.67715,43,page_num
12,De 15 ani facem din poveste realitate,293.05005,522.17245,140.72078,153.72078,0,page_info
12,"împreună cu partenerii noștri, furnizorii naționali și internaționali, mărcile iubite de ",48.23405,522.17245,124.71778,137.71778,1,page_info
12,"români. Noi îi numim Super Heroes, adică Super Eroi, pentru că așa sunt. ",95.39805,522.17244,108.71479,121.71479,2,page_info
12,"În fiecare săptămână te vei întâlni în această pagină cu ei, iar când cumperi 4 produse   Floriol, Unisol dintre cele selecționate în magazin, primești 1 voucher de 5 lei pe care îl ",16.72205,522.18545,76.42279,105.42579,3,page_info
12,poți folosi la următoarele cumpărături.,296.75503,518.80673,60.41979,73.41979,4,page_info
12,* Mecanismul de acordare a voucherelor se aplică produselor selecționate în campania „Kaufland 15 ani” semnalizate în magazin.,118.36317,539.71907,19.73849,26.73849,5,page_info
12,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,210.58118,539.71768,11.33849,18.33849,6,page_info
12,S,439.56967,472.120726,388.12619,441.31419,7,page_info
12,Ă,470.152766,510.522458,388.12619,441.31419,8,page_info
12,P,510.5224583,546.1052303,388.12619,441.31419,9,page_info
12,T,545.3074105,580.7838065,388.12619,441.31419,10,page_info
12,-4%,297.58566,338.03957,634.27929,652.27929,11,discount
12,"11,79",289.67438,355.23038,581.90216,608.90216,12,price
12,-4%,474.92285,515.37675,635.33264,653.33264,13,discount
12,"5,89",476.11065,532.56765,583.23901,610.23901,14,price
12,-3%,476.01666,516.12857,237.67048,255.67048,15,discount
12,"6,19",480.15756,533.50956,185.21728,212.21728,16,price
12,-3%,182.25207,222.36397,238.49579,256.49579,17,discount
12,"12,29",169.93117,239.72617,186.11861,213.11861,18,price
12,UNISOL soarelui,462.04709,500.07707,668.37158,702.37158,19,name
12,Ulei de floarea,462.04709,534.94609,680.37158,690.37158,20,description
12,1 l,462.04715,469.98315,658.77172,666.77172,21,description
12,UNISOL Ulei,297.02606,335.05605,686.47534,708.47534,22,name
12,de floarea  soarelui,297.02606,349.12606,662.47534,684.47534,23,description
12,2 l,297.02627,306.10627,652.87542,660.87542,24,description
12,FLORIOL Uei de floarea  soarelui,367.69278,437.85178,188.86449,222.86449,25,name
12,1 l,367.69287,375.62887,179.26449,187.26449,26,description
12,FLORIOL Ulei floarea soarelui,164.18826,220.14726,269.94317,303.94317,27,name
12,2 l,164.18838,173.26838,260.34317,268.34317,28,description
12,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,82.46242,138.0777456,554.60931,580.36969,29,page_info
12,"Cumpără 4 produse Floriol,  Unisol și primesti 1 voucher de  5 lei pentru următoarele  cumpărături.",22.60047,142.53447,505.22589,547.21991,30,page_info
12,S12-RO-KW43-KDZ-SUPERHERO2_L-1000-07,10.99659,134.68059,12.53856,18.53856,31,leaflet_id
12,12,10.93859,21.13859,22.67715,32.67715,32,page_num
13,"Când cumperi 2 produse Gerovital dintre cele selecționate în magazin,  primești 1 voucher de 5 lei pe care îl poți folosi la următoarele cumpărături.",37.32287,472.13128,124.71778,153.72078,0,
13,Numărul maxim de vouchere pe care îl putem acorda este de 10,37.32287,409.35427,100.21279,113.21279,1,
13,la o singură cumpărătură.,37.32287,184.59857,84.20979,97.20979,2,
13,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,14.17327,346.05377,11.33849,18.33849,3,
13,T,-7.44848,28.027916,388.12619,441.31419,4,
13,Ă,21.69854613,62.06823813,388.12619,441.31419,5,
13,M,62.06823813,110.0438141,388.12619,441.31419,6,
13,Â,110.0438141,150.4135061,388.12619,441.31419,7,
13,NII,150.4135061,224.2916381,388.12619,441.31419,8,
13,-17%,329.82397,372.71797,635.88916,653.88916,9,
13,-16%,280.24093,323.53093,238.41659,256.41659,10,
13,"11,29",322.52725,388.67725,582.86908,609.86908,11,
13,"19,99",269.31027,339.32127,185.40211,212.40211,12,
13,"13,65",313.78506,352.63306,612.49109,628.49109,13,
13,"23,99",264.47235,306.04035,215.01478,231.01478,14,
13,-20%,473.59668,519.46068,237.69839,255.69839,15,
13,"43,49",461.47317,533.94117,185.39769,212.39769,16,
13,"54,49",459.10586,500.73786,215.01658,231.01658,17,
13,-17%,137.54819,180.44219,635.57147,653.57147,18,
13,"6,99",139.31248,196.41748,583.19433,610.19433,19,
13,"8,49",121.58167,153.56567,612.81317,628.81317,20,
13,GEROVITAL H3  CLASSIC Cremă pentru,265.60617,341.64616,319.98028,353.98028,21,
13,faţă,265.60617,286.25617,307.98028,317.98028,22,
13,hidratantă / nutritivă /  restructurantă zi / noapte 50 ml,265.60626,351.77266,269.01678,306.09677,23,
13,GEROVITAL H3  EVOLUTION Fiole cu acid  hialuronic,368.51529,444.55527,198.36148,244.36148,24,
13,pentru ten 10 fiole x 2 ml,368.51535,420.95535,178.87799,196.478,25,
13,GEROVITAL  TRATAMENT  EXPERT Şampon,313.95428,378.69427,692.86853,738.86853,26,
13,diverse sortimente,313.95437,382.32157,682.98498,690.98498,27,
13,250 ml,313.95437,339.67437,673.38494,681.38494,28,
13,GEROVITAL H3 Deodorant  spray,127.31288,200.75288,702.75183,736.75183,29,
13,damă / bărbați diverse sortimente,127.31296,195.68016,682.98852,700.86853,30,
13,150 ml,127.31296,151.91296,673.38848,681.38848,31,
13,Cumpără 2 produse Gerovital  și primești 1 voucher de 5 lei  pentru următoarele  cumpărături,413.05295,532.04194,563.06811,605.06213,32,
13,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,472.42489,528.0403256,620.22027,645.98078,33,
13,S13-RO-KW43-KDZ-SUPERHERO2_R-1000-07,417.5957,541.6637,12.53856,18.53856,34,
13,13,531.52758,541.80758,22.78715,32.78715,35,
14,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,212.28116,541.41766,11.33849,18.33849,0,
14,Reducerile oferite prin Kaufland Card nu se cumulează cu alte promoții sau reduceri in cazul in care acestea de suprapun.e afnu se cumueazlt pomoții u reduceri in cazul in care acestea de suprapun.,57.17907,538.51618,30.55029,39.55029,1,
14,"-20%10,65",455.24405,530.00808,98.34089,112.90779,2,
14,"8,49",473.78436,530.07936,68.17239,95.17239,3,
14,"-28%4,85",453.20157,527.96537,613.15338,627.72033,4,
14,"3,49",471.74185,528.03685,582.98492,609.98492,5,
14,"-22%11,99",457.69677,532.46055,379.22299,394.25488,6,
14,"9,29",475.53546,532.53246,349.88217,376.88217,7,
14,Lucrurile bune,28.46517,227.8818805,627.89422,656.57902,8,
14,vin ușor.,28.46517,138.1271458,593.47241,622.15721,9,
14,AGRICOLA Caşcaval  pane,383.90536,436.12135,69.83159,103.83159,10,
14,200 g,383.90545,405.29745,60.23159,68.23159,11,
14,ALDIS Șunculiță,375.11798,419.57798,603.84448,625.84454,12,
14,condimentată,375.11807,426.63007,593.96106,601.96106,13,
14,100 g,375.11807,395.42207,584.36108,592.36108,14,
14,*produs la vitrina  cu servire asistată,375.11807,436.29107,570.36114,584.36114,15,
14,DELIKAT Mazăre  verde,488.46957,531.27956,459.59488,493.59488,16,
14,900 g,488.46966,509.97366,449.99487,457.99487,17,
14,Verifică ce vouchere ai primit  în Kaufland Card Digital sau pe,28.46527,231.0991002,104.74347,137.20029,18,
14,www.pentrumine.kaufland.ro,28.46527,208.8514464,86.31685,101.06995,19,
14,Iar în plus față de ofertele,28.46527,195.1753504,567.88751,582.64061,20,
14,"săptămânale, în Kaufland Card  ți se vor activa  și trei vouchere ",28.46527,230.6417719,532.4801,564.93693,21,
14,cu oferte surpriză.,28.46527,141.0757117,514.77636,529.52946,22,
14,S14-RO-KW43-KDZ-CRM1_L-1000-07,10.99659,111.31059,12.53856,18.53856,23,
14,14,10.93859,21.40859,22.67715,32.67715,24,
15,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,11.33857,343.21907,11.33849,18.33849,0,
15,Oferte valabile pentru utilizatorii Kauﬂ and Card.,14.17327,396.2809087,26.99839,44.08499,1,
15,"-12%12,49",458.05856,532.82253,102.08619,116.65309,2,
15,"10,99",462.91015,532.89415,71.91769,98.91769,3,
15,"-10%5,99",274.89877,349.66297,381.66449,396.23138,4,
15,"5,39",293.92526,349.73426,351.49597,378.49597,5,
15,"-10%12,89",96.53927,171.30346,379.54657,394.11349,6,
15,"11,59",106.65567,171.37467,349.37799,376.37799,7,
15,"-10%2,99",274.90915,349.67337,100.45429,115.02119,8,
15,"2,69",293.88165,349.74465,70.28579,97.28579,9,
15,"-14%15,49",275.05118,349.81525,612.03009,626.5971,10,
15,"13,29",280.06467,349.88667,581.86169,608.86169,11,
15,"- 9%6,05",456.44305,530.92384,609.54773,624.57959,12,
15,"5,49",475.19967,531.27867,580.20697,607.20697,13,
15,"-10%7,05",454.16427,528.92847,382.92669,397.49359,14,
15,"6,29",472.00305,529.00005,352.75818,379.75818,15,
15,"-15%6,39",92.69217,167.45626,102.41289,117.44479,16,
15,"5,39",111.71857,167.52757,73.07199,100.07199,17,
15,"-17%12,89",94.99277,169.75676,613.02642,627.59344,18,
15,"10,69",100.97807,169.82807,582.85797,609.85797,19,
15,FIVE,18.29877,43.68877,394.32669,404.32669,20,
15,CONTINENTS Cașcaval  Rucăr,18.24877,82.99877,358.32669,392.32669,21,
15,min. 45% grăsime,18.24887,83.16007,348.4433,356.4433,22,
15,400 g,18.24887,39.84087,338.84329,346.84329,23,
15,BOROMIR Turtă dulce,201.34405,255.69305,90.44889,112.44889,24,
15,miere /  glazură cacao 200 g,201.34418,252.81538,61.36539,88.56539,25,
15,FUCHS Busuioc/ oregano  mărunțit,270.70996,313.19996,470.8312,516.8312,26,
15,doză sticlă 14 g/ 7 g,270.71005,310.11005,451.34778,468.94778,27,
15,CU GUST Ardei capia,380.15426,437.20426,82.96539,104.96539,28,
15,copți,380.15426,403.95426,70.96539,80.96539,29,
15,680 g,380.15436,401.65836,61.36539,69.36539,30,
15,CRISTIM Salam  săsesc,300.68286,342.12285,701.31359,735.31359,31,
15,mini picant 350 g,300.68307,341.16227,681.8302,699.43023,32,
15,COVALACT Chefir /  Chefir usor,472.45416,526.38415,710.57678,744.57678,33,
15,"0,7%/ 3,3%  grăsime 900 g",472.45437,516.04637,681.4934,708.69342,34,
15,CUCINA  D`ORO Sos pentru  gătit,487.11538,541.02538,484.25326,530.25329,35,
15,cu grăsimi  vegetale 500 ml,487.11545,526.53145,455.16989,482.36987,36,
15,MULLER Iaurt  cu fructe,13.84587,56.78587,100.33239,134.33239,37,
15,"diverse  sortimente 3,2-5,5% grăsime 500 g",13.84597,77.40517,61.36889,98.44889,38,
15,CAMPOFRIO Salam  de vară,97.70307,159.74307,702.30993,736.30993,39,
15,dublu afumat 500 g,97.70317,148.26237,682.82635,700.42633,40,
15,S15-RO-KW43-KDZ-CRM1_R-1000-07,441.28967,541.66367,12.53856,18.53856,41,
15,15,531.58758,541.81758,22.78715,32.78715,42,
16,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,212.28116,541.41766,11.33849,18.33849,0,
16,Reducerile oferite prin Kaufland Card nu se cumulează cu alte promoții sau reduceri in cazul in care acestea de suprapun.,57.17907,538.51617,30.55029,39.55029,1,
16,"-11%4,49",184.93616,259.70036,361.01489,375.58178,2,
16,"3,99",202.69366,259.77166,330.84637,357.84637,3,
16,"-11%12,99",458.07867,532.84285,609.64312,624.21014,4,
16,"11,49",467.43918,532.91418,579.47467,606.47467,5,
16,"-16%5,99",182.10156,256.86576,100.92529,115.49219,6,
16,"4,99",199.67036,256.93736,70.75679,97.75679,7,
16,"-16%51,79",455.64486,530.40906,100.59599,115.16289,8,
16,"42,99",456.85165,530.48065,70.42749,97.42749,9,
16,"-10%5,49",454.66507,529.42926,361.25348,375.82037,10,
16,"4,89",472.63846,529.50046,331.08499,358.08499,11,
16,COCA COLA /  FANTA /  SPRITE Băutură  răcoritoare  carbogazoasă,190.87855,258.91856,200.42438,270.42438,12,
16,diverse sortimente,190.87868,259.24588,190.54088,198.54088,13,
16,"pet 2,5 l",190.87868,206.76668,171.06088,188.66087,14,
16,MALITA Snacks,210.20695,249.01696,455.51098,477.51098,15,
16,pentru prăjit 400 g,210.20708,256.80628,436.02746,453.62747,16,
16,TRANSILVANIA,365.69845,443.54745,615.4179,625.4179,17,
16,NUTS,365.69845,392.76845,603.4179,613.4179,18,
16,Power/Smart/ Revital mix,365.64847,433.13847,579.4179,601.4179,19,
16,110 g,365.64856,384.76856,569.81787,577.81787,20,
16,ABSOLUT Vodkă,446.87756,494.62555,190.54088,212.54088,21,
16,"40% alcool 0,7 l",446.87765,487.36565,171.05737,188.65738,22,
16,HELLO NUTS Arahide prăjite,446.03698,518.45698,451.19839,473.19839,23,
16,diverse sortimente,446.03705,514.40425,441.31488,449.31488,24,
16,100 g,446.03705,466.34105,431.71487,439.71487,25,
16,S16-RO-KW43-KDZ-CRM2_L-1000-07,10.99659,112.20459,12.53856,18.53856,26,
16,16,10.93859,21.24859,22.77715,32.77715,27,
17,Doar tu atingi cardul,77.46527,289.65775,82.94979,104.10979,0,
17,tău digital sau ﬁ zic.,83.47471,278.12555,57.55779,78.71779,1,
17,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,11.33857,343.21907,11.33849,18.33849,2,
17,Oferte valabile doar pentru utilizatorii Kauﬂ and Card.,11.33857,358.60297,26.99839,40.99839,3,
17,Folosește  Kauﬂ and Card  în siguranță  la ﬁ ecare cumpărătură  și bucură-te de beneﬁ cii.,89.84886,300.78906,132.44299,238.78699,4,
17,"-10%19,55",94.56087,169.32506,359.11569,373.68268,5,
17,"17,49",100.38437,169.39637,328.94717,355.94717,6,
17,"-30%19,99",95.78457,170.54867,611.49237,626.05938,7,
17,"13,99",100.69007,170.62007,581.32403,608.32403,8,
17,"-16%39,99",275.52646,350.29065,360.43768,375.00458,9,
17,"33,33",278.21756,350.36156,330.26919,357.26919,10,
17,"-15%8,29",456.65146,531.41568,359.40707,373.974,11,
17,"6,99",474.38226,531.48726,329.23858,356.23858,12,
17,"-20%14,99",274.37347,349.13747,609.02923,623.59613,13,
17,"11,99",282.95105,349.20905,578.86071,605.86071,14,
17,"- 9%25,89",455.83215,530.31287,609.63879,624.67071,15,
17,"23,49",458.14557,530.66757,580.29803,607.29803,16,
17,SAVO Soluție  antimucegai  cu pulverizator,106.27347,177.66747,449.91098,495.91098,17,
17,universal 500 ml,106.27357,139.01757,430.42749,448.02749,18,
17,ARIEL Detergent  capsule  pentru rufe,197.83227,252.56227,366.94089,412.94089,19,
17,active / oxi /  Lenor  unstoppables 25 de utilizări 25 buc,197.83237,247.96757,318.37738,365.05737,20,
17,ORAL-B,14.74677,56.19577,697.849,707.849,21,
17,PROFESSIONAL Pastă de dinți,14.69677,87.94777,673.849,695.849,22,
17,original / extra  fresh / whitening,14.69687,77.22407,654.3656,671.96563,23,
17,75 ml,14.69687,35.05687,644.76562,652.76562,24,
17,FAIRY Detergent  pentru vase,482.63559,538.99559,458.7063,492.7063,25,
17,rodie / lămâie /,482.63565,541.21085,448.82287,456.82287,26,
17,măr 875 ml,482.63565,507.56365,429.62289,447.22287,27,
17,TESORI  D’ORIENTE Săpun lichid,277.14029,334.97029,719.30786,753.30786,28,
17,hammam/  floare de lotus/ mosc alb 300 ml,277.14035,334.09155,680.34448,717.4245,29,
17,LA RIVE,367.72055,407.43055,613.62384,623.62384,30,
17,Apă de toaletă  pentru bărbați,367.67056,441.91056,589.62384,611.62384,31,
17,hitfire / grey point,367.67065,435.07785,579.74054,587.74054,32,
17,90 ml,367.67065,388.67865,570.1405,578.1405,33,
17,S17-RO-KW43-KDZ-CRM2_R-1000-07,440.41968,541.66368,12.53856,18.53856,34,
17,17,531.74756,541.83756,22.67715,32.67715,35,
18,"22,59",453.32275,473.722375,361.35968,370.42618,0,
18,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,212.28116,541.41766,11.33849,18.33849,1,
18,GUME ȘI FRUCTE,34.77337,183.48937,786.42578,804.42578,2,
18,-28%,204.05156,249.86156,362.20389,380.20389,3,
18,"4,29",207.22008,264.37908,309.82669,336.82669,4,
18,"5,99",189.54326,221.89526,339.44559,355.44559,5,
18,"13,99",104.02127,173.95127,66.04719,93.04719,6,
18,"7,99",297.31427,354.20327,66.69519,93.69519,7,
18,"29,99",461.23126,534.88726,66.04719,93.04719,8,
18,,99.11577,103.27577,95.66609,111.66609,9,
18,,279.29175,283.45175,95.66609,111.66609,10,
18,,460.05975,464.21975,95.66609,111.66609,11,
18,-24%,474.52395,520.42395,605.98339,623.98339,12,
18,"7,39",479.05987,534.89587,553.60614,580.60614,13,
18,"9,79",460.06057,491.94857,583.22509,599.22509,14,
18,"4,49",443.35666,535.1887638,305.87268,349.76948,15,
18,-30%,477.05103,522.9259735,362.726004,385.7116256,16,
18,"6,49",485.01147,519.8010205,341.12729,358.50469,17,
18,Ciuperci  Champignon,117.48157,177.16157,328.45978,350.45978,18,
18,calitatea I caserolă 500 g,117.48157,172.92957,308.97629,326.57629,19,
18,Ardei roșu calitatea I kg,398.82986,447.86986,547.08654,576.57,20,
18,Mini kalanchoe,16.11817,86.90817,117.97789,127.97789,21,
18,vas ceramic diametru vas:  înălțime plantă:,16.11817,75.87737,78.7344,116.0944,22,
18,6 cm 8 cm buc,16.11817,33.74217,59.53439,96.6144,23,
18,Schlumbergera diametru vas: 9 cm înălțime  plantă: 15 cm buc,195.12016,267.06816,59.53099,108.49439,24,
18,Anthurium,374.47748,425.74748,98.49439,108.49439,25,
18,diametru vas: 14 cm înălțime  plantă: 40 cm buc,374.47748,447.71668,59.53099,96.61099,26,
18,Roșii Cherry  ciorchine calitatea I caserolă 500 g,377.55127,437.11127,306.14169,347.62509,27,
18,Peste 250 de produse proaspete,50.65837,225.7174307,675.11419,741.9875801,28,
18,în sortimentul nostru variat de legume și fructe,50.65837,291.5062822,661.0589,748.0459433,29,
18,PROM,13.15437,74.82646544,691.850495,731.7647058,30,
18,ISI,74.82735714,100.685415,711.4497893,739.9825202,31,
18,UNEA,100.6863067,157.1987532,719.6676038,757.94211,32,
18,,157.1996449,162.4595724,737.6271935,759.6139658,33,
18,KAUFLAND,167.7212826,279.7353733,740.970905,796.8834909,34,
18,:,279.736265,285.0771282,776.5685744,798.5810675,35,
18,PLANTE,15.38177,87.00377,273.32989,291.32989,36,
18,S18-RO-KW43-KDZ-LF_L-1000-07,10.99659,103.09059,12.53856,18.53856,37,
18,18,10.93859,21.21859,22.78715,32.78715,38,
